EY_PV_Serial_Number,Parent Facility,Grouped / Standalone,Site Type,"Site Name 
(English)",City,latitude,longitude,Site Status,Year of Construction
1026,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Alaqul Tank,Al Madinah,24.441024,39.777418,Working,2000
1027,42,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Airport Tank 1,Al Madinah,24.506789,39.657496,Working,1978
1028,41,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Airport Tank 2,Al Madinah,24.505802,39.659557,Working,1993
1029,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Alharam Tank,Al Madinah,24.4616,39.6157,Transfer to other department,2008
1030,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Abiar Alharam Collection Tank,Al Madinah,24.46602,39.607637,Transfer to other department,2008
1031,1031,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Alazezieh Tank 1,Al Madinah,24.467078,39.51105,Working,2008
1032,1031,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Alazezieh Tank 1,Al Madinah,24.469066,39.510134,Working,2013
1033,938,Grouped,POTABLE WATER STORAGE TANKS (WTNK),East Tank 2,Al Madinah,24.4727,39.77712,Working,2019
1034,939,Grouped,POTABLE WATER STORAGE TANKS (WTNK),High Pressure Tank 4,Al Madinah,24.3734,39.624698,Working,1993
1035,945,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Low pressure tank 1,Al Madinah,24.403214,39.612721,Working,1990
1036,945,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Low pressure tank 2,Al Madinah,24.402611,39.61487,Working,1993
1037,945,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Low pressure tank 4,Al Madinah,24.400541,39.61409,Working,1993
1038,1038,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Quba Tank 1,Al Madinah,24.430897,39.616139,Working,1982
1039,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Shuran Reservoir,Al Madinah,24.35085,39.7473,CWIP,2021
1040,947,Grouped,POTABLE WATER STORAGE TANKS (WTNK),South Reservoir 2,Al Madinah,24.327343,39.639867,Working,2012
1041,947,Grouped,POTABLE WATER STORAGE TANKS (WTNK),South Reservoir 3,Al Madinah,24.324551,39.638157,Working,2012
1042,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Alborj Tank,Al Madinah,24.426499,39.613364,Working,1987
1051,898,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Alsuwaydriah Operational Tank 1,Al Madinah,24.70382,40.089475,Working,2013
1069,17,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Alboer  Raw Plant Tank Purification,Al Madinah,24.947535,38.989106,Working,2010
1114,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Al Naqmi Reservoir,Al Madinah,24.706831,39.635126,Working,2011
1144,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Abyar Al Haram Product Tank,Al Madinah,24.46602,39.607637,Transfer to other department,2008
1166,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Al Owaina Reservoir,Al Madinah,24.57608,39.782299,CWIP,2021
2116,Standalone,Standalone,WATER PUMPING STATION (WPUS),Abar Ali Plant,Al Madinah,24.4198926,39.5447037,Working,2002
2257,Standalone,Standalone,WATER FILLING STATION (WFLS),Sheeb Al-Mandasa 2,Al Madinah,24.6323749,39.3217018,CWIP,2018
2258,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Al-Mandasa Tank,Al Madinah,24.6326181,39.3216153,CWIP,2018
9,Standalone,Standalone,WATER TREATMENT PLANT (WTRP),AL-Mohd,Al Mahd,23.496484,40.8752,Standby,2012
10,10,Grouped,WATER TREATMENT PLANT (WTRP),Suwayrqia,Al Mahd,23.285753,40.299075,Standby,2010
13,13,Grouped,WATER TREATMENT PLANT (WTRP),Thurb,Al Mahd,24.24636,41.735675,Working,2011
14,Standalone,Standalone,WATER TREATMENT PLANT (WTRP),Al-Raqabiyah,Al Mahd,23.14835,40.99634,Standby,2011
19,19,Grouped,WATER TREATMENT PLANT (WTRP),Al -Salhaniya,Al Mahd,22.871802,40.49152,Working,2011
20,20,Grouped,WATER TREATMENT PLANT (WTRP),Hathah,Al Mahd,22.719887,40.616282,Working,2011
28,28,Grouped,WATER TREATMENT PLANT (WTRP),Al-Hamejah,Al Mahd,24.32821,41.896796,Standby,2011
66,Standalone,Standalone,WATER PUMPING STATION (WPUS),Sefina Pumping Station,Al Mahd,23.138712,40.536788,Standby,2005
67,Standalone,Standalone,WATER PUMPING STATION (WPUS),Pumping Station No. 2,Al Mahd,23.234082,40.65657,Standby,2018
104,Standalone,Standalone,WATER PUMPING STATION (WPUS),Pumping Station No.3,Al Mahd,23.370702,40.788531,Standby,2018
105,1155,Grouped,WATER PUMPING STATION (WPUS),Al-Mahd Network Pumping Station,Al Mahd,23.494574,40.873518,Working,2006
116,1155,Grouped,WATER PUMPING STATION (WPUS),Al-Umk pumping station,Al Mahd,23.494973,40.87388,Working,2018
117,1102,Grouped,WATER PUMPING STATION (WPUS),Al-Swirqia Pumping Station,Al Mahd,23.285357,40.299522,Working,2018
123,123,Grouped,WATER FILLING STATION (WFLS),Al-Mahd Governorate Sheeb and Reservoir(Tank),Al Mahd,23.495801,40.874989,Working,2005
182,Standalone,Standalone,WATER FILLING STATION (WFLS),Al Mahd Governorate / Al-Amak Sheeb and Reservoir(Tank),Al Mahd,23.94692,40.98251,Working,2018
183,Standalone,Standalone,WATER FILLING STATION (WFLS),Al Mahd Governorate / Al-Jumaima Sheeb ,Al Mahd,23.635116,40.83594,Working,2018
184,Standalone,Standalone,WATER FILLING STATION (WFLS),Al Mahd Governorate / Al-Suwayrqi Sheeb and Reservoir(Tank),Al Mahd,23.285756,40.298718,Working,2005
185,Standalone,Standalone,WATER FILLING STATION (WFLS),Al Mahd Governorate / Sheeb Safina ,Al Mahd,23.138497,40.536363,Working,2005
189,Standalone,Standalone,WATER FILLING STATION (WFLS),Al Mahd Governorate / Tharb Sheeb and Reservoir(Tank),Al Mahd,24.24644,41.735411,Working,2011
190,Standalone,Standalone,WATER FILLING STATION (WFLS),Al Mahd Governorate / Al-Hamija Sheeb and Reservoir(Tank),Al Mahd,24.326826,41.895452,Standby,2011
191,Standalone,Standalone,WATER FILLING STATION (WFLS),Al Mahd Governorate / Hatha Sheeb and Reservoir(Tank),Al Mahd,22.720416,40.616324,Working,2012
192,Standalone,Standalone,WATER FILLING STATION (WFLS),Al Mahd Governorate / Al-Salhaniya Sheeb and Reservoir(Tank),Al Mahd,22.871802,40.49152,Working,2012
243,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Suwaqriyah Water Field (Station 1000 m3/d+2 well),Al Mahd,23.285841,40.299301,Working,2014
244,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Abeel,Al Mahd,23.026023,40.45925,Working,2018
309,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Nabiaia Well,Al Mahd,22.868549,40.433322,Working,2008
336,Standalone,Standalone,WELL ABSTRACTION (WABS),The Gashieh Well,Al Mahd,22.660124,40.308584,Working,2006
337,Standalone,Standalone,WELL ABSTRACTION (WABS),Aseehar Well 2,Al Mahd,22.604302,40.417136,Working,2006
338,Standalone,Standalone,WELL ABSTRACTION (WABS),Share of Wadi Baydan  water field M6,Al Mahd,22.990526,40.33048,Working,2013
339,Standalone,Standalone,WELL ABSTRACTION (WABS),Share of Wadi Baydan  water field M7,Al Mahd,22.97926,40.317151,Working,2010
340,Standalone,Standalone,WELL ABSTRACTION (WABS),Share of Wadi Baydan  water field M8,Al Mahd,22.983462,40.316132,Working,2010
341,Standalone,Standalone,WELL ABSTRACTION (WABS),Share of Wadi Baydan  water field M9,Al Mahd,22.978794,40.315044,Working,2010
342,Standalone,Standalone,WELL ABSTRACTION (WABS),Share of Wadi Baydan  water field M10,Al Mahd,22.981242,40.308507,Working,2010
343,Standalone,Standalone,WELL ABSTRACTION (WABS),Al - Asyhar Station Well,Al Mahd,22.604965,40.412096,Working,2006
344,Standalone,Standalone,WELL ABSTRACTION (WABS),Al Zain Experts Field,Al Mahd,23.07978,40.49694,Working,2005
490,Standalone,Standalone,WELL ABSTRACTION (WABS),Share of Wadi Baydan Water Field M2,Al Mahd,22.995144,40.333481,Working,2013
491,Standalone,Standalone,WELL ABSTRACTION (WABS),Jabal Alam  Well,Al Mahd,22.994715,40.522571,Working,2014
492,Standalone,Standalone,WELL ABSTRACTION (WABS),Tharb Water Station (500 m3/d +2 well),Al Mahd,24.246361,41.735825,Working,2014
493,Standalone,Standalone,WELL ABSTRACTION (WABS),Al Hamija Water Station (300 m3/d +2 well),Al Mahd,24.326761,41.895422,Working,2014
494,Standalone,Standalone,WELL ABSTRACTION (WABS),Share of Wadi Baydan Water Field M3,Al Mahd,22.993746,40.327474,Working,2013
495,Standalone,Standalone,WELL ABSTRACTION (WABS),Share of Wadi Baydan Water Field M4,Al Mahd,22.990746,40.336443,Working,2013
496,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Asseher Well 1,Al Mahd,22.604965,40.412096,Working,2006
497,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Mahajer Well ,Al Mahd,22.670111,40.495179,Working,2006
498,Standalone,Standalone,WELL ABSTRACTION (WABS),Share of Wadi Baydan Water Field M5,Al Mahd,22.989759,40.338909,Working,2013
499,Standalone,Standalone,WELL ABSTRACTION (WABS),Share of Wadi Baydan Water Field M11,Al Mahd,22.98156,40.291348,Working,2013
500,Standalone,Standalone,WELL ABSTRACTION (WABS),Al Ruwaydah Well1,Al Mahd,23.079341,40.317768,Working,2009
501,Standalone,Standalone,WELL ABSTRACTION (WABS),Al Ruwaydah Well2,Al Mahd,23.081826,40.313303,Working,2019
502,Standalone,Standalone,WELL ABSTRACTION (WABS),Hadda Well,Al Mahd,22.719684,40.616467,Working,2006
504,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Masawek Field M1 Qty. 4 Wells,Al Mahd,23.256464,40.271091,Out of Service,2022
505,Standalone,Standalone,WELL ABSTRACTION (WABS),Habba,Al Mahd,23.073707,40.419599,Working,2014
506,Standalone,Standalone,WELL ABSTRACTION (WABS),Share of Wadi Baydan M1 Water Field,Al Mahd,23.000415,40.344435,Working,2010
507,Standalone,Standalone,WELL ABSTRACTION (WABS),Wadi Hazim Well,Al Mahd,23.304451,40.091882,Working,1982
508,Standalone,Standalone,WELL ABSTRACTION (WABS),Al -Faara Well,Al Mahd,22.889584,40.403753,Working,2015
509,Standalone,Standalone,WELL ABSTRACTION (WABS),Mashouka Well,Al Mahd,22.874191,40.540009,Working,2015
510,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Baraqiya Well,Al Mahd,22.829152,40.419487,Working,2015
511,Standalone,Standalone,WELL ABSTRACTION (WABS),Um Al-Rajoum Well ,Al Mahd,22.952717,40.397505,Working,2015
512,Standalone,Standalone,WELL ABSTRACTION (WABS),Anbeaa Well,Al Mahd,22.964969,40.438659,Working,2015
513,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Refaye Well,Al Mahd,22.686855,40.472981,Working,2015
514,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Sidra,Al Mahd,23.326373,40.23459,Working,2015
515,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Nuaima,Al Mahd,22.742616,40.302933,Working,2018
516,Standalone,Standalone,WELL ABSTRACTION (WABS),Sahla Al-Mazra,Al Mahd,23.826938,40.350091,Working,2018
517,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Muwaihia,Al Mahd,23.050085,41.16848,Working,2018
518,Standalone,Standalone,WELL ABSTRACTION (WABS),Salhaniya Well (feeding the plant 500 m3/d),Al Mahd,22.871451,40.491699,Working,2012
519,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Houimlia Well,Al Mahd,22.895302,40.413934,Working,2006
607,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Salhaniya Well No. 2,Al Mahd,22.87149,40.492027,Working,2010
608,Standalone,Standalone,WELL ABSTRACTION (WABS),AL MASAWEQ FIELD NO.2,Al Mahd,23.257019,40.270219,Working,2008
609,Standalone,Standalone,WELL ABSTRACTION (WABS),AL MASAWEQ FIELD NO.3,Al Mahd,23.255328,40.271064,Working,2008
610,Standalone,Standalone,WELL ABSTRACTION (WABS),AL MASAWEQ FIELD NO.4,Al Mahd,23.256112,40.269259,Out of Service,2008
611,Standalone,Standalone,WELL ABSTRACTION (WABS),AL MASAWEQ FIELD NO.5,Al Mahd,23.252965,40.268837,Out of Service,2008
612,Standalone,Standalone,WELL ABSTRACTION (WABS),AL MASAWEQ FIELD NO.6,Al Mahd,23.253611,40.27011,Out of Service,2008
613,Standalone,Standalone,WELL ABSTRACTION (WABS),AL MASAWEQ FIELD NO.7,Al Mahd,23.25475,40.26755556,Out of Service,2008
614,Standalone,Standalone,WELL ABSTRACTION (WABS),AL MASAWEQ FIELD NO.8,Al Mahd,23.253917,40.26675,Out of Service,2008
615,Standalone,Standalone,WELL ABSTRACTION (WABS),AL MASAWEQ FIELD NO.9,Al Mahd,23.252825,40.266138,Out of Service,2008
616,Standalone,Standalone,WELL ABSTRACTION (WABS),AL MASAWEQ FIELD NO.10,Al Mahd,23.252181,40.267547,Out of Service,2008
617,Standalone,Standalone,WELL ABSTRACTION (WABS),AL MASAWEQ FIELD NO.11,Al Mahd,23.254617,40.270403,Out of Service,2008
618,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Hemeja Well No.1,Al Mahd,24.325678,41.890383,Working,2010
619,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Hemeja Well No.2,Al Mahd,24.33886,41.894369,Working,2010
620,Standalone,Standalone,WELL ABSTRACTION (WABS),BEDAN WELL FIELD NO.14,Al Mahd,22.981441,40.312605,Working,2010
621,Standalone,Standalone,WELL ABSTRACTION (WABS),BEDAN WELL FIELD NO.23,Al Mahd,22.989397,40.308617,Working,2010
622,Standalone,Standalone,WELL ABSTRACTION (WABS),BEDAN WELL FIELD NO.24,Al Mahd,22.986202,40.312049,Working,2010
623,Standalone,Standalone,WELL ABSTRACTION (WABS),BEDAN WELL FIELD NO.25,Al Mahd,22.98429,40.321443,Working,2010
624,Standalone,Standalone,WELL ABSTRACTION (WABS),BEDAN WELL FIELD NO.12,Al Mahd,22.998999,40.338123,Working,2013
625,Standalone,Standalone,WELL ABSTRACTION (WABS),BEDAN WELL FIELD NO.13,Al Mahd,22.980392,40.324335,Working,2010
626,Standalone,Standalone,WELL ABSTRACTION (WABS),BEDAN WELL FIELD NO.15,Al Mahd,22.983539,40.300955,Working,2013
627,Standalone,Standalone,WELL ABSTRACTION (WABS),BEDAN WELL FIELD NO.16,Al Mahd,22.980807,40.297672,Working,2013
628,Standalone,Standalone,WELL ABSTRACTION (WABS),BEDAN WELL FIELD NO.17,Al Mahd,22.975948,40.30297,Working,2010
629,Standalone,Standalone,WELL ABSTRACTION (WABS),BEDAN WELL FIELD NO.18,Al Mahd,22.973708,40.309726,Working,2013
630,Standalone,Standalone,WELL ABSTRACTION (WABS),BEDAN WELL FIELD NO.19,Al Mahd,22.971189,40.308859,Working,2013
631,Standalone,Standalone,WELL ABSTRACTION (WABS),BEDAN WELL FIELD NO.20,Al Mahd,22.963771,40.304147,Working,2010
632,Standalone,Standalone,WELL ABSTRACTION (WABS),BEDAN WELL FIELD NO.21,Al Mahd,22.960569,40.307019,Working,2010
633,Standalone,Standalone,WELL ABSTRACTION (WABS),BEDAN WELL FIELD NO.22,Al Mahd,22.988017,40.303531,Working,2010
634,Standalone,Standalone,WELL ABSTRACTION (WABS),KHABRAA ALZAIN FIELD NO.1,Al Mahd,23.079785,40.497057,Working,2012
635,Standalone,Standalone,WELL ABSTRACTION (WABS),KHABRAA ALZAIN FIELD NO.2,Al Mahd,23.079025,40.500207,Working,2012
636,Standalone,Standalone,WELL ABSTRACTION (WABS),KHABRAA ALZAIN FIELD NO.3,Al Mahd,23.083952,40.496606,Working,2012
637,Standalone,Standalone,WELL ABSTRACTION (WABS),KHABRAA ALZAIN FIELD NO.4,Al Mahd,23.083786,40.499275,Out of Service,2012
638,Standalone,Standalone,WELL ABSTRACTION (WABS),KHABRAA ALZAIN FIELD NO.5,Al Mahd,23.08611,40.49926,Out of Service,2012
639,Standalone,Standalone,WELL ABSTRACTION (WABS),KHABRAA ALZAIN FIELD NO.6,Al Mahd,23.082799,40.494681,Out of Service,2012
640,Standalone,Standalone,WELL ABSTRACTION (WABS),KHABRAA ALZAIN FIELD NO.7,Al Mahd,23.083211,40.497394,Out of Service,2012
641,Standalone,Standalone,WELL ABSTRACTION (WABS),KHABRAA ALZAIN FIELD NO.8,Al Mahd,23.084701,40.498159,Out of Service,2012
642,Standalone,Standalone,WELL ABSTRACTION (WABS),KHABRAA ALZAIN FIELD NO.9,Al Mahd,23.07963,40.501237,Out of Service,2012
643,Standalone,Standalone,WELL ABSTRACTION (WABS),KHABRAA ALZAIN FIELD NO.10,Al Mahd,23.075546,40.4956,Out of Service,2012
644,Standalone,Standalone,WELL ABSTRACTION (WABS),KHABRAA ALZAIN FIELD NO.11,Al Mahd,23.071579,40.501967,Out of Service,2012
645,Standalone,Standalone,WELL ABSTRACTION (WABS),KHABRAA ALZAIN FIELD NO.12,Al Mahd,23.076604,40.504762,Out of Service,2012
871,Standalone,Standalone,WASTE WATER TREATMENT PLANT (WWTP),Mahd Al Dhadi,Al Mahd,23.414464,40.75159,Working,2018
918,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Al Nuaima Reservoir/Tank,Al Mahd,22.747717,40.303666,Working,2015
931,19,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Alsalhaniya purification product tank,Al Mahd,22.871577,40.491399,Working,2012
950,28,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Alhameja purification product tank,Al Mahd,24.326828,41.895339,Standby,2011
951,Standalone,Standalone,WATER FILLING STATION (WFLS), Alasayhr Reservoir,Al Mahd,22.604906,40.412927,Working,2008
953,Standalone,Standalone,WATER FILLING STATION (WFLS),Alabeel Reservoir,Al Mahd,23.025855,40.459229,Working,2014
954,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Almahajer tank,Al Mahd,22.670157,40.495044,Working,2008
955,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Beidan Collection Tank,Al Mahd,22.977733,40.309194,CWIP,2012
957,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Mount Alam Reservoir ,Al Mahd,22.994715,40.522586,Working,2012
958,10,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Alsuwaykaryah Raw Tank Purification ,Al Mahd,23.285559,40.298988,Working,2010
959,20,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Ore Acute purification  tank ,Al Mahd,22.720078,40.61653,Working,2012
962,10,Grouped,POTABLE WATER STORAGE TANKS (WTNK), Alsuwaykaryah purification product tank,Al Mahd,23.285753,40.299075,Working,2010
989,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Alruwaydah Reservoir 1,Al Mahd,23.079412,40.317942,Working,2005
996,Standalone,Standalone,WATER FILLING STATION (WFLS),Alnabeiya Reservoir ,Al Mahd,22.868577,40.43321,Working,2012
997,2256,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Alhwemlia Reservoir,Al Mahd,22.894911,40.413759,Working,2006
1007,19,Grouped,POTABLE WATER STORAGE TANKS (WTNK), Alsalhaniya Crude Tank Purification ,Al Mahd,22.871635,40.491607,Working,2012
1015,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK), Almashuqa Tank,Al Mahd,22.874258,40.540107,Out of Service,2012
1060,2280,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Alrafae Tank,Al Mahd,22.686855,40.472981,Working,2012
1061,Standalone,Standalone,WATER FILLING STATION (WFLS),Alghashiya Reservoir,Al Mahd,22.660115,40.30843,Working,2005
1063,123,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Alsheeb Feeding Tank,Al Mahd,23.495916,40.87504,Working,2005
1065,28,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Alhemeja Ore Tank Purification ,Al Mahd,24.326858,41.895451,Standby,2011
1066,13,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Tharb Raw Tank Purification ,Al Mahd,24.246534,41.73574,Working,2011
1067,Standalone,Standalone,WATER FILLING STATION (WFLS),Sahle Almuzare Tank,Al Mahd,23.826978,40.350013,Working,2015
1070,13,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Tharb purification product Tank,Al Mahd,24.24655,41.7356,Working,2012
1071,20,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Tank sharp purification product ,Al Mahd,22.720125,40.616284,Working,2018
1082,Standalone,Standalone,WATER FILLING STATION (WFLS),Habaa Tank,Al Mahd,23.073758,40.419632,Working,2010
1098,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Al Hura Tank,Al Mahd,22.663033,40.317283,Standby,2010
1102,1102,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Al Swerkia Operation Tank,Al Mahd,23.285293,40.299509,Working,2014
1106,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Al Omq Tank ,Al Mahd,23.945742,40.975817,Working,2018
1111,Standalone,Standalone,WATER FILLING STATION (WFLS),Al Mahd Ground Tank,Al Mahd,23.499896,40.878707,Working,2005
1112,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Al Mahd High Tank,Al Mahd,23.499668,40.878349,Working,2005
1119,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Khubara Al Zain Tank,Al Mahd,23.080865,40.500072,Standby,2000
1134,2134,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Wadi Hazem Reservoir,Al Mahd,23.304537,40.092142,Standby,2009
1135,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Baydan Reservoir,Al Mahd,22.976691,40.310388,Working,2012
1155,1155,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Al Mahd Collection Tank,Al Mahd,23.496162,40.874847,Working,2010
1156,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Al Mahd Strategic Tank,Al Mahd,23.494895,40.873733,Working,2018
2127,Standalone,Standalone,WATER FILLING STATION (WFLS),Pumping Station No. 2 Sheb and Reservoir,Al Mahd,23.234082,40.65657,Working,2018
2130,Standalone,Standalone,WATER FILLING STATION (WFLS),Al Raqabiah,Al Mahd,23.14835,40.99634,Working,2011
2131,Standalone,Standalone,WELL ABSTRACTION (WABS),Al Raqabiah (1) ,Al Mahd,23.14835,40.99634,Working,2011
2132,Standalone,Standalone,WELL ABSTRACTION (WABS),Al Raqabiah (2) ,Al Mahd,23.14835,40.99634,Working,2011
2133,Standalone,Standalone,WATER FILLING STATION (WFLS),Pumping station No.3 Sheeb and tank,Al Mahd,23.370702,40.788531,Working,2018
2134,2134,Grouped,WATER FILLING STATION (WFLS),sheeb and tank wadi Hazim,Al Mahd,23.30438,40.092042,Working,2009
2222,2266,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Tharb Reservoir 1,Al Mahd,24.2432423,41.72464,Working,2014
2223,2266,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Tharb Reservoir 2,Al Mahd,24.2432423,41.72464,Working,2014
2256,2256,Grouped,WATER FILLING STATION (WFLS),Alhwemlia Reservoir Filling station,Al Mahd,22.894911,40.413759,Working,2007
2266,2266,Grouped,WATER FILLING STATION (WFLS),Tharb Reservoir  Filling Station,Al Mahd,24.2432423,41.7246423,Working,2005
2267,2267,Grouped,WATER FILLING STATION (WFLS),Alquwahiya Reservoir Filling Station,Al Mahd,23.4128908,41.2532306,Working,2005
2268,2268,Grouped,WATER FILLING STATION (WFLS),atwarfiya Reservoir Filling Station,Al Mahd,23.52448306,41.3443295,Working,2000
2275,2267,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Alquwahiya,Al Mahd,23.4128908,41.25323,Working,2014
2276,2268,Grouped,POTABLE WATER STORAGE TANKS (WTNK),atwarfiya,Al Mahd,23.52448306,41.34433,Working,2014
2280,2280,Grouped,WATER FILLING STATION (WFLS),Alrafae Filling Station,Al Mahd,22.686855,40.472981,Working,2015
6,6,Grouped,WATER TREATMENT PLANT (WTRP),Al-Jadida,Al Ula,25.824433,38.196366,Working,2010
22,22,Grouped,WATER TREATMENT PLANT (WTRP),Sadr,Al Ula,26.563136,37.93909,Working,2011
33,33,Grouped,WATER TREATMENT PLANT (WTRP),Salila Anizah,Al Ula,25.56053,38.50769,Working,2010
37,37,Grouped,WATER TREATMENT PLANT (WTRP),Qaraqer,Al Ula,26.741861,37.889731,Working,2011
72,1120,Grouped,WATER PUMPING STATION (WPUS),Pumping Station in  Hakl Saqq ,Al Ula,26.660907,37.902171,Working,2012
73,73,Grouped,WATER PUMPING STATION (WPUS), Khazat Al-Deira Pumping Station,Al Ula,26.63098,37.910794,Working,1976
74,74,Grouped,WATER PUMPING STATION (WPUS),Al-Salam Reservoir/Tank Pumping Station,Al Ula,26.563861,37.944874,Working,2015
168,Standalone,Standalone,WATER FILLING STATION (WFLS),Al Ulla Governorate / Al-Jadeda Sheeb and Reservoir(Tank),Al Ula,25.824168,38.196567,Working,2012
169,Standalone,Standalone,WATER FILLING STATION (WFLS),Al Ulla Governorate / Sadr Sheeb and Reservoir(Tank),Al Ula,26.56295,37.939233,Working,2009
170,Standalone,Standalone,WATER FILLING STATION (WFLS),Al Ulla Governorate / Salila Onaiza Sheeb and Reservoir(Tank),Al Ula,25.56053,38.50769,Working,2009
171,Standalone,Standalone,WATER FILLING STATION (WFLS),Al Ulla Governorate / Al-Najeel Sheeb and Reservoir(Tank),Al Ula,26.43465,37.142944,Working,2011
172,Standalone,Standalone,WATER FILLING STATION (WFLS),Al Ulla Governorate / Al-Bali Sheeb and Reservoir(Tank),Al Ula,26.97606033,38.09388727,Working,1998
173,Standalone,Standalone,WATER FILLING STATION (WFLS),Al Ulla Governorate / Al-Salam Sheeb and Reservoir(Tank),Al Ula,26.563758,37.944197,CWIP,2021
352,Standalone,Standalone,WELL ABSTRACTION (WABS),Saq Water Field- Well 5 ,Al Ula,26.662183,37.905833,Working,2016
353,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Salam Water Field-Well 1,Al Ula,26.563304,37.945022,Working,2015
365,Standalone,Standalone,WELL ABSTRACTION (WABS),Qaa Al-Haj Well,Al Ula,26.663354,38.054353,Working,1993
366,Standalone,Standalone,WELL ABSTRACTION (WABS),Nakhla Well,Al Ula,26.540762,38.19774,Working,1999
368,Standalone,Standalone,WELL ABSTRACTION (WABS),Harimel Well 2,Al Ula,27.153657,37.245849,Working,2005
371,Standalone,Standalone,WELL ABSTRACTION (WABS),Salela Anzah Well No.1,Al Ula,25.553141,38.507853,Working,1992
372,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Atheeb Well No.1,Al Ula,26.738132,37.943838,Out of Service,1990
373,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Sharaaba Well,Al Ula,26.699293,37.896046,Working,2010
374,Standalone,Standalone,WELL ABSTRACTION (WABS),al-Kbishat Well,Al Ula,26.76106,38.401786,Working,2013
375,Standalone,Standalone,WELL ABSTRACTION (WABS),Arar Well,Al Ula,25.943826,38.063193,Working,2015
376,Standalone,Standalone,WELL ABSTRACTION (WABS),Katifa Well,Al Ula,26.082978,38.075023,Working,2012
377,Standalone,Standalone,WELL ABSTRACTION (WABS),Shalal Well,Al Ula,26.787833,37.8623,Working,1990
378,Standalone,Standalone,WELL ABSTRACTION (WABS),Thorba Well (Enbubi),Al Ula,26.873089,37.837095,Working,1998
